,ForceType,Sex,Race,TypeOfResistance
5729,Less Lethal Weapons,Male,Black,fled
5730,Bodily Force,Male,Black,fled
5731,Bodily Force,Male,White,tensed
5732,Bodily Force,Male,Black,fled
5733,Bodily Force,Male,Black,commission of crime
5734,Chemical Irritant,Male,Black,tensed
5735,Bodily Force,Female,Black,tensed
5736,Bodily Force,Male,Black,fled
5737,Chemical Irritant,Male,White,tensed
5738,Chemical Irritant,Female,Black,tensed
5739,Less Lethal Weapons,Male,Black,assaulting police officer or animal
5740,Chemical Irritant,Male,other,tensed
5741,Bodily Force,Male,Black,tensed
5742,Bodily Force,Male,Black,tensed
5743,Chemical Irritant,Female,Black,other/unspecified
5744,Less Lethal Weapons,Female,Black,verbal non-compliance
5745,Chemical Irritant,Male,Black,fled
5746,Bodily Force,Male,Black,commission of crime
5747,Bodily Force,Male,Black,other/unspecified
5748,Less Lethal Weapons,Male,Black,commission of crime
5749,Bodily Force,Male,White,tensed
5750,Bodily Force,Male,Native American,commission of crime
5751,Bodily Force,Male,Black,verbal non-compliance
5752,Chemical Irritant,Female,Black,verbal non-compliance
5753,Bodily Force,Male,Black,fled
5754,Bodily Force,Male,Black,assaulting police officer or animal
5755,Bodily Force,Male,White,tensed
5756,Bodily Force,Female,Black,tensed
5757,Less Lethal Weapons,Male,White,assaulting police officer or animal
5758,Bodily Force,Male,Black,fled
5759,Bodily Force,Male,Native American,tensed
5760,Bodily Force,Male,Black,verbal non-compliance
5761,Bodily Force,Female,Black,commission of crime
5762,Less Lethal Weapons,Male,Black,verbal non-compliance
5763,Bodily Force,Male,other,verbal non-compliance
5764,Bodily Force,Male,Black,tensed
5765,Bodily Force,Male,Black,fled
5766,Bodily Force,Male,Black,tensed
5767,Bodily Force,Male,Black,fled
5768,Bodily Force,Male,Black,fled
5769,Bodily Force,Male,Black,tensed
5770,Bodily Force,Male,Native American,other/unspecified
5771,Bodily Force,Male,Black,tensed
5772,Bodily Force,Male,Black,tensed
5773,Chemical Irritant,Female,Black,commission of crime
5774,Bodily Force,Male,other,verbal non-compliance
5775,Bodily Force,Male,Black,tensed
5776,Chemical Irritant,Male,other,fled
5777,Chemical Irritant,Male,Black,tensed
5778,Bodily Force,Male,Black,tensed
5779,Bodily Force,Male,other,tensed
5780,Bodily Force,Male,Black,assaulting police officer or animal
5781,Bodily Force,Male,Black,tensed
5782,Less Lethal Weapons,Male,Black,assaulting police officer or animal
5783,Bodily Force,Male,Black,commission of crime
5784,Bodily Force,Male,Black,commission of crime
5785,Bodily Force,Male,Black,tensed
5786,Bodily Force,Male,White,fled
5787,Bodily Force,Male,Native American,fled
5788,Bodily Force,Male,White,fled
5789,Chemical Irritant,Female,Native American,commission of crime
5790,Bodily Force,Male,White,commission of crime
5791,Chemical Irritant,Male,other,other/unspecified
5792,Bodily Force,Male,Black,commission of crime
5793,Chemical Irritant,Female,White,assaulting police officer or animal
5794,Bodily Force,Female,Black,commission of crime
5795,Less Lethal Weapons,Female,Native American,commission of crime
5796,Chemical Irritant,Male,Black,other/unspecified
5797,Bodily Force,Male,Black,commission of crime
5798,Less Lethal Weapons,Male,Black,other/unspecified
5799,Bodily Force,Male,White,other/unspecified
5800,Bodily Force,Male,Black,fled
5801,Bodily Force,Female,Black,other/unspecified
5802,Bodily Force,Male,Black,tensed
5803,Chemical Irritant,Female,Black,commission of crime
5804,Bodily Force,Male,Black,assaulting police officer or animal
5805,Chemical Irritant,Female,Black,verbal non-compliance
5806,Bodily Force,Male,other,fled
5807,Bodily Force,Male,Black,fled
5808,Bodily Force,Male,Black,commission of crime
5809,Bodily Force,Male,White,assaulting police officer or animal
5810,Chemical Irritant,Male,White,verbal non-compliance
5811,Bodily Force,Male,White,commission of crime
5812,Bodily Force,Female,Black,tensed
5813,Bodily Force,Female,Black,assaulting police officer or animal
5814,Less Lethal Weapons,Male,Black,tensed
5815,Bodily Force,Male,White,assaulting police officer or animal
5816,Less Lethal Weapons,Male,Black,fled
5817,Chemical Irritant,Female,other,other/unspecified
5818,Bodily Force,Male,Black,commission of crime
5819,Bodily Force,Male,Black,fled
5820,Chemical Irritant,Male,other,other/unspecified
5821,Chemical Irritant,Female,Black,verbal non-compliance
5822,Bodily Force,Female,Native American,commission of crime
5823,Bodily Force,Male,Black,assaulting police officer or animal
5824,Bodily Force,Female,Native American,commission of crime
5825,Bodily Force,Male,Black,commission of crime
5826,Chemical Irritant,Male,Black,tensed
5827,Bodily Force,Male,Black,commission of crime
5828,Bodily Force,Male,Black,commission of crime
5829,Bodily Force,Male,Black,tensed
5830,Bodily Force,Male,White,other/unspecified
5831,Bodily Force,Male,Black,fled
5832,Bodily Force,Male,Black,commission of crime
5833,Chemical Irritant,Male,White,verbal non-compliance
5834,Bodily Force,Male,White,tensed
5835,Bodily Force,Male,other,tensed
5836,Bodily Force,Male,Native American,fled
5837,Bodily Force,Male,Black,tensed
5838,Bodily Force,Male,Black,other/unspecified
5839,Chemical Irritant,Male,Black,other/unspecified
5840,Bodily Force,Male,Black,verbal non-compliance
5841,Bodily Force,Male,Black,tensed
5842,Bodily Force,Male,White,fled
5843,Bodily Force,Male,White,fled
5844,Bodily Force,Male,Black,other/unspecified
5845,Bodily Force,Male,Black,tensed
5846,Bodily Force,Male,Black,fled
5847,Bodily Force,Male,Black,fled
5848,Bodily Force,Male,Black,commission of crime
5849,Chemical Irritant,Female,Black,fled
5850,Bodily Force,Male,Black,other/unspecified
5851,Bodily Force,Male,Black,tensed
5852,Bodily Force,Female,Native American,assaulting police officer or animal
5853,Bodily Force,Male,Black,assaulting police officer or animal
5854,Bodily Force,Male,Black,assaulting police officer or animal
5855,Bodily Force,Female,other,assaulting police officer or animal
5856,Bodily Force,Male,White,fled
5857,Bodily Force,Male,Black,commission of crime
5858,Less Lethal Weapons,Male,Black,fled
5859,Chemical Irritant,Female,Black,other/unspecified
5860,Bodily Force,Male,Black,fled
5861,Bodily Force,Male,Black,assaulting police officer or animal
5862,Bodily Force,Male,Black,tensed
5863,Bodily Force,Male,Black,commission of crime
5864,Bodily Force,Male,White,tensed
5865,Chemical Irritant,Male,Black,other/unspecified
5866,Bodily Force,Male,other,fled
5867,Bodily Force,Male,Black,verbal non-compliance
5868,Bodily Force,Male,Black,assaulting police officer or animal
5869,Less Lethal Weapons,Male,Black,commission of crime
5870,Bodily Force,Male,White,commission of crime
5871,Bodily Force,Male,Black,verbal non-compliance
5872,Bodily Force,Female,Black,commission of crime
5873,Bodily Force,Male,Black,commission of crime
5874,Bodily Force,Male,White,commission of crime
5875,Bodily Force,Male,other,tensed
5876,Bodily Force,Male,Black,verbal non-compliance
5877,Bodily Force,Male,White,assaulting police officer or animal
5878,Less Lethal Weapons,Male,Black,other/unspecified
5879,Bodily Force,Male,Black,tensed
5880,Less Lethal Weapons,Male,Black,tensed
5882,Less Lethal Weapons,Male,Black,tensed
5883,Chemical Irritant,Female,Black,commission of crime
5884,Bodily Force,Male,White,fled
5885,Bodily Force,Male,Black,tensed
5886,Bodily Force,Male,Black,fled
5887,Bodily Force,Male,Black,verbal non-compliance
5888,Bodily Force,Male,Black,fled
5889,Bodily Force,Male,White,tensed
5890,Bodily Force,Male,Black,tensed
5891,Less Lethal Weapons,Male,Black,fled
5892,Bodily Force,Female,Black,tensed
5893,Bodily Force,Male,White,other/unspecified
5894,Bodily Force,Male,Native American,fled
5895,Bodily Force,Female,Black,assaulting police officer or animal
5896,Chemical Irritant,Female,Black,commission of crime
5897,Bodily Force,Male,Black,fled
5898,Bodily Force,Male,other,assaulting police officer or animal
5899,Bodily Force,Male,White,fled
5900,Less Lethal Weapons,Male,other,tensed
5901,Bodily Force,Male,other,verbal non-compliance
5902,Less Lethal Weapons,Male,White,fled
5903,Bodily Force,Male,White,assaulting police officer or animal
5904,Bodily Force,Male,Black,tensed
5905,Less Lethal Weapons,Male,Black,tensed
5906,Less Lethal Weapons,Male,White,fled
5907,Bodily Force,Male,White,assaulting police officer or animal
5908,Bodily Force,Male,other,tensed
5909,Bodily Force,Male,Black,assaulting police officer or animal
5910,Bodily Force,Male,Black,assaulting police officer or animal
5911,Less Lethal Weapons,Male,Black,commission of crime
5912,Less Lethal Weapons,Male,White,commission of crime
5913,Less Lethal Weapons,Male,Black,verbal non-compliance
5914,Bodily Force,Male,Black,assaulting police officer or animal
5915,Bodily Force,Male,Black,verbal non-compliance
5916,Less Lethal Weapons,Male,Black,commission of crime
5917,Bodily Force,Male,Black,tensed
5918,Bodily Force,Male,other,tensed
5919,Less Lethal Weapons,Male,White,fled
5920,Chemical Irritant,Male,White,commission of crime
5921,Bodily Force,Male,Black,verbal non-compliance
5922,Chemical Irritant,Female,Black,commission of crime
5923,Chemical Irritant,Male,White,other/unspecified
5924,Bodily Force,Male,Black,commission of crime
5925,Bodily Force,Male,Black,fled
5926,Chemical Irritant,Female,Black,other/unspecified
5927,Chemical Irritant,Female,Black,verbal non-compliance
5928,Bodily Force,Male,Black,tensed
5929,Chemical Irritant,Male,Black,other/unspecified
5930,Bodily Force,Male,Black,tensed
5931,Bodily Force,Male,White,tensed
5932,Chemical Irritant,Male,Black,verbal non-compliance
5933,Bodily Force,Male,Black,fled
5934,Less Lethal Weapons,Male,Black,tensed
5935,Bodily Force,Female,Black,commission of crime
5936,Bodily Force,Male,Black,verbal non-compliance
5937,Bodily Force,Male,Black,fled
5938,Chemical Irritant,Female,White,verbal non-compliance
5939,Bodily Force,Male,other,assaulting police officer or animal
5940,Chemical Irritant,Female,Black,verbal non-compliance
5941,Bodily Force,Male,Black,tensed
5942,Chemical Irritant,Male,White,tensed
5943,Bodily Force,Male,Black,assaulting police officer or animal
5944,Bodily Force,Male,White,commission of crime
5945,Bodily Force,Male,Black,tensed
5946,Chemical Irritant,Male,White,fled
5947,Bodily Force,Male,White,fled
5948,Bodily Force,Male,White,fled
5949,Chemical Irritant,Male,Black,other/unspecified
5950,Less Lethal Weapons,Male,Black,fled
5951,Bodily Force,Male,White,tensed
5952,Bodily Force,Male,White,other/unspecified
5953,Bodily Force,Male,Black,commission of crime
5954,Bodily Force,Female,Black,fled
5955,Bodily Force,Male,White,other/unspecified
5956,Chemical Irritant,Male,Black,commission of crime
5957,Bodily Force,Male,Native American,other/unspecified
5958,Chemical Irritant,Male,Black,verbal non-compliance
5959,Chemical Irritant,Male,Black,assaulting police officer or animal
5960,Bodily Force,Male,Black,assaulting police officer or animal
5961,Chemical Irritant,Female,other,verbal non-compliance
5962,Bodily Force,Male,Black,tensed
5963,Bodily Force,Male,Black,verbal non-compliance
5964,Bodily Force,Male,Black,tensed
5965,Bodily Force,Male,White,verbal non-compliance
5966,Bodily Force,Male,White,fled
5967,Chemical Irritant,Male,Black,commission of crime
5968,Bodily Force,Male,White,commission of crime
5969,Bodily Force,Male,Black,verbal non-compliance
5970,Bodily Force,Male,Black,fled
5971,Less Lethal Weapons,Male,White,tensed
5972,Chemical Irritant,Male,Black,verbal non-compliance
5973,Bodily Force,Male,Black,assaulting police officer or animal
5974,Chemical Irritant,Male,Black,fled
5975,Bodily Force,Male,White,commission of crime
5976,Bodily Force,Male,Black,fled
5977,Chemical Irritant,Male,White,verbal non-compliance
5978,Bodily Force,Male,Native American,commission of crime
5979,Less Lethal Weapons,Male,White,commission of crime
5980,Bodily Force,Male,Black,assaulting police officer or animal
5981,Bodily Force,Male,White,tensed
5982,Bodily Force,Male,White,tensed
5983,Less Lethal Weapons,Male,Black,verbal non-compliance
5984,Bodily Force,Male,Native American,fled
5985,Bodily Force,Male,Black,tensed
5986,Bodily Force,Male,Black,commission of crime
5987,Chemical Irritant,Female,Black,verbal non-compliance
5988,Bodily Force,Male,White,fled
5989,Less Lethal Weapons,Female,Black,tensed
5990,Bodily Force,Male,Black,assaulting police officer or animal
5991,Bodily Force,Male,White,assaulting police officer or animal
5992,Bodily Force,Male,Black,fled
5993,Bodily Force,Male,Black,fled
5994,Bodily Force,Male,Black,fled
5995,Bodily Force,Male,Black,commission of crime
5996,Bodily Force,Male,Black,tensed
5997,Bodily Force,Male,Black,fled
5998,Bodily Force,Male,other,tensed
5999,Bodily Force,Male,White,tensed
6000,Bodily Force,Male,White,commission of crime
6001,Chemical Irritant,Male,Black,other/unspecified
6002,Bodily Force,Male,White,assaulting police officer or animal
6003,Bodily Force,Male,White,tensed
6004,Bodily Force,Male,Black,tensed
6005,Bodily Force,Male,other,fled
6006,Bodily Force,Male,White,verbal non-compliance
6007,Bodily Force,Male,White,fled
6008,Bodily Force,Male,Black,other/unspecified
6009,Chemical Irritant,Female,Black,assaulting police officer or animal
6010,Bodily Force,Male,White,other/unspecified
6011,Bodily Force,Male,other,tensed
6012,Bodily Force,Female,Black,other/unspecified
6013,Chemical Irritant,Male,Black,commission of crime
6014,Bodily Force,Male,Black,tensed
6015,Bodily Force,Female,White,tensed
6016,Bodily Force,Male,Native American,tensed
6017,Bodily Force,Male,Black,other/unspecified
6018,Bodily Force,Male,White,fled
6019,Bodily Force,Male,White,fled
6020,Bodily Force,Male,White,tensed
6021,Chemical Irritant,Male,White,other/unspecified
6022,Bodily Force,Male,Black,commission of crime
6023,Bodily Force,Male,White,tensed
6024,Bodily Force,Female,Black,assaulting police officer or animal
6025,Bodily Force,Male,Black,fled
6026,Bodily Force,Male,Black,tensed
6027,Bodily Force,Male,other,tensed
6028,Chemical Irritant,Female,White,verbal non-compliance
6029,Less Lethal Weapons,Male,Black,fled
6030,Bodily Force,Male,Black,tensed
6031,Chemical Irritant,Male,Black,tensed
6032,Bodily Force,Male,other,fled
6033,Bodily Force,Male,Black,assaulting police officer or animal
6034,Bodily Force,Male,Black,assaulting police officer or animal
6035,Bodily Force,Male,Black,verbal non-compliance
6036,Bodily Force,Male,Black,fled
6037,Bodily Force,Male,Black,verbal non-compliance
6038,Bodily Force,Male,Black,verbal non-compliance
6039,Chemical Irritant,Female,Black,verbal non-compliance
6040,Bodily Force,Male,White,tensed
6041,Less Lethal Weapons,Male,Black,tensed
6042,Less Lethal Weapons,Male,Black,fled
6043,Chemical Irritant,Male,Black,other/unspecified
6044,Bodily Force,Male,Black,assaulting police officer or animal
6045,Bodily Force,Male,Black,tensed
6046,Chemical Irritant,Male,Black,verbal non-compliance
6047,Bodily Force,Female,other,tensed
6048,Bodily Force,Male,Black,verbal non-compliance
6049,Bodily Force,Female,Black,commission of crime
6050,Bodily Force,Male,White,tensed
6051,Bodily Force,Female,Black,other/unspecified
6052,Less Lethal Weapons,Male,Black,commission of crime
6053,Bodily Force,Male,Black,tensed
6054,Bodily Force,Male,Native American,fled
6055,Chemical Irritant,Male,Black,commission of crime
6056,Bodily Force,Male,White,tensed
6057,Bodily Force,Male,Black,verbal non-compliance
6058,Bodily Force,Male,Black,fled
6059,Bodily Force,Male,White,tensed
6060,Less Lethal Weapons,Female,Black,commission of crime
6061,Bodily Force,Male,White,tensed
6062,Bodily Force,Female,White,tensed
6063,Bodily Force,Male,Black,tensed
6064,Bodily Force,Male,Black,assaulting police officer or animal
6065,Bodily Force,Male,Black,fled
6066,Bodily Force,Male,White,commission of crime
6067,Bodily Force,Male,other,commission of crime
6068,Chemical Irritant,Female,Black,commission of crime
6069,Bodily Force,Male,Black,fled
6070,Bodily Force,Male,Black,assaulting police officer or animal
6071,Chemical Irritant,Male,Black,assaulting police officer or animal
